img	caption	sentence
13530-group3.jpg	a group of people standing around a table	a group of people stand around a table
27057-frederid.jpg	an older man is looking at the camera	an older man is look at the camera
18211-0304grec.jpg	a group of people riding on the backs of elephants	a group of people rid on the backs of elephants
09016-10sheba.jpg	a river filled with lots of boats and people	a river filled with lots of boats and people
19057-cabinet.jpg	a display case filled with lots of knick knacks	a display case filled with lots of knick knacks
38589-smokers3.jpg	a man sitting in a chair in a room	a man sit in a chair in a room
35542-05medici.jpg	a group of people sitting around a group of people	a group of people sit around a group of people
18376-1703grec.jpg	a woman in a leather jacket is sitting on a couch	a woman in a leather jacket is sit on a couch
23679-adoratio.jpg	a couple of people sitting next to each other	a couple of people sit next to each other
12584-7reesen.jpg	a man wearing a hat and a black hat	a man wear a hat and a black hat
37931-cardgame.jpg	a group of people standing around a wooden table	a group of people stand around a wooden table
05384-flower.jpg	a vase filled with flowers and flowers	a vase filled with flowers and flowers
16560-ognissa4.jpg	a man and a woman standing next to a clock	a man and a woman stand next to a clock
24970-fountai2.jpg	a group of people standing in front of a building	a group of people stand in front of a building
29360-river_la.jpg	a group of animals that are standing in the grass	a group of animals that are stand in the grass
44420-charity.jpg	a group of young children sitting on a couch	a group of young children sit on a couch
42096-14cana.jpg	a group of people are sitting around a table	a group of people are sit around a table
28851-pieta.jpg	a couple of people that are sitting on a couch	a couple of people that are sit on a couch
19393-garland.jpg	a painting of a vase filled with flowers	a painting of a vase filled with flowers
00896-50east.jpg	a group of people standing around a building	a group of people stand around a building
08308-martyrdo.jpg	a group of people standing next to each other	a group of people stand next to each other
39612-38gregor.jpg	a close up of a clock with a face on it	a close up of a clock with a face on it
19039-volturno.jpg	a herd of cattle standing next to a river	a herd of cattle stand next to a river
43972-1miraflo.jpg	a painting of a woman sitting next to a woman	a painting of a woman sit next to a woman
35782-aranjuez.jpg	a garden filled with lots of colorful flowers	a garden filled with lots of colorful flowers
19557-celebrat.jpg	a group of people are sitting on a bench	a group of people are sit on a bench
08829-leda.jpg	a woman sitting on a couch next to a white bird	a woman sit on a couch next to a white bird
29964-winter.jpg	a group of people standing around a horse drawn cart	a group of people stand around a horse drawn cart
31484-rosso.jpg	a large stone building with statues on the side	a large stone building with statues on the side
13349-u7eve.jpg	a woman standing in front of a mirror	a woman stand in front of a mirror
07785-01mirac.jpg	a group of people on a city street	a group of people on a city street
15276-106gerid.jpg	a close up of a dog laying on a bed	a close up of a dog lay on a bed
38854-bologna1.jpg	a group of people standing around a painting	a group of people stand around a painting
35087-goasheep.jpg	a herd of sheep standing on top of a river	a herd of sheep stand on top of a river
13813-flutist.jpg	a woman holding a baseball bat in front of a man	a woman hold a baseball bat in front of a man
15306-la_toile.jpg	a woman in a dress is standing in a room	a woman in a dress is stand in a room
28932-strawber.jpg	a close up of a vase with flowers in it	a close up of a vase with flowers in it
32815-41cather.jpg	a woman sitting on the back of a boat	a woman sit on the back of a boat
09570-corot19.jpg	a woman standing in front of a tree	a woman stand in front of a tree
22307-portrai2.jpg	a man wearing a hat and holding a hat	a man wear a hat and holding a hat
05826-1tripti4.jpg	a group of people standing next to each other	a group of people stand next to each other
15146-adormag1.jpg	a group of people standing around a large building	a group of people stand around a large building
15725-wportrai.jpg	a man wearing a hat with a hat on	a man wear a hat with a hat on
02615-00arella.jpg	a vase of flowers sitting on a table	a vase of flowers sit on a table
19871-8kratze.jpg	a man in a black hat and a black hat	a man in a black hat and a black hat
15106-nativity.jpg	a black and white photo of a woman in a room	a black and white photo of a woman in a room
30883-monk2.jpg	a close up of a person looking at something	a close up of a person look at something
08644-01ray.jpg	a cat that is standing on a couch	a cat that is stand on a couch
03282-panel1.jpg	a painting of a woman sitting in front of a painting	a painting of a woman sit in front of a painting
35817-after_ra.jpg	a couple of horses that are standing in the dirt	a couple of horses that are stand in the dirt
15020-marque03.jpg	a man sitting on a chair holding a teddy bear	a man sit on a chair holding a teddy bear
23593-trip.jpg	a man sitting in a chair with a dog	a man sit in a chair with a dog
31879-y_woman1.jpg	a statue of a man sitting next to a chair	a statue of a man sit next to a chair
04897-portrait.jpg	a close up of a person wearing a shirt	a close up of a person wear a shirt
12451-s_tavern.jpg	a group of people sitting in a room	a group of people sit in a room
38243-miracle.jpg	a man standing on top of a wooden bench	a man stand on top of a wooden bench
30950-parasol.jpg	a woman standing in front of a fountain	a woman stand in front of a fountain
17085-orchar06.jpg	a close up of a plant in a tree	a close up of a plant in a tree
25199-s_thomas.jpg	a group of people standing in a room	a group of people stand in a room
03460-old_man.jpg	a man in a red shirt is holding a tie	a man in a red shirt is hold a tie
15137-virgin_c.jpg	a group of people sitting next to each other	a group of people sit next to each other
07191-canal3071.jpg	a large building with people walking around it	a large building with people walk around it
04100-waiting.jpg	a woman standing in front of a building	a woman stand in front of a building
44032-2columb.jpg	a group of people standing next to a building	a group of people stand next to a building
20144-pitt_wil.jpg	a man in a suit standing in a dark room	a man in a suit stand in a dark room
19973-1portman.jpg	a picture of a man wearing a red hat	a picture of a man wear a red hat
32784-24connes.jpg	a gold and gold clock sitting on top of a table	a gold and gold clock sit on top of a table
32773-08bembo.jpg	a woman in a red hat is looking at the camera	a woman in a red hat is look at the camera
21181-philosop.jpg	a person with a hat and a hat	a person with a hat and a hat
30904-landscap.jpg	a man standing in front of a tall building	a man stand in front of a tall building
25351-mad_chil.jpg	a group of people standing next to each other	a group of people stand next to each other
44428-kitchens.jpg	a group of people sitting on top of a stone floor	a group of people sit on top of a stone floor
14834-virgin2.jpg	a couple of kids sitting on top of a bed	a couple of kids sit on top of a bed
24859-bourbon2.jpg	a man in a red jacket holding a blender	a man in a red jacket hold a blender
33612-01sp1626.jpg	a statue of a person sitting on a chair	a statue of a person sit on a chair
04193-virgin.jpg	a woman standing next to a statue of a woman	a woman stand next to a statue of a woman
11162-1870s_62.jpg	a painting of a person holding a stuffed animal	a painting of a person hold a stuffed animal
40422-3pinnac2.jpg	a building with a clock on it and a clock	a building with a clock on it and a clock
13362-l1judge.jpg	a group of people riding on the backs of horses	a group of people rid on the backs of horses
18433-2205grec.jpg	a painting of a man standing next to a painting	a painting of a man stand next to a painting
09002-02pontmo.jpg	a group of people standing next to a large tree	a group of people stand next to a large tree
20762-oranje.jpg	a large group of horses in a museum	a large group of horses in a museum
11201-1880s_20.jpg	a close up of a person on a horse	a close up of a person on a horse
03535-olympus.jpg	a group of people standing around a stone wall	a group of people stand around a stone wall
10203-charity3.jpg	a baby sitting next to a baby in front of a tree	a baby sit next to a baby in front of a tree
34301-maruce01.jpg	a group of people standing in a room	a group of people stand in a room
18784-guard407.jpg	a small boat in the water near a castle	a small boat in the water near a castle
23596-hebe.jpg	a clock hanging on a wall in a museum	a clock hang on a wall in a museum
04219-turning.jpg	a close up of a face of an elephant	a close up of a face of an elephant
38371-baptism.jpg	a group of dogs standing next to a tree	a group of dogs stand next to a tree
19151-42xport1.jpg	a man wearing a white shirt and white shirt	a man wear a white shirt and white shirt
38208-wintersc.jpg	a group of people walking a dog and a dog	a group of people walk a dog and a dog
39694-03orpheu.jpg	a black and white photo of a woman and a child	a black and white photo of a woman and a child
06576-spring.jpg	a group of horses standing next to a river	a group of horses stand next to a river
19050-pontaven.jpg	a view of a river with trees in the background	a view of a river with trees in the background
39239-7helenba.jpg	a group of people standing next to each other	a group of people stand next to each other
39679-04carryi.jpg	a close up of a person holding a cell phone	a close up of a person hold a cell phone
35316-sketch1.jpg	a group of people standing around a group of people	a group of people stand around a group of people
18569-viewven3.jpg	a large building with a building in the background	a large building with a building in the background
14701-03daught.jpg	a couple of women standing next to each other	a couple of women stand next to each other
18087-7raphael.jpg	a couple of women standing next to each other	a couple of women stand next to each other
04201-stillife.jpg	a pile of flowers sitting on top of a table	a pile of flowers sit on top of a table
40921-12sibyl.jpg	a group of people standing next to each other	a group of people stand next to each other
43740-gordale.jpg	a large stone building with a stone wall	a large stone building with a stone wall
12063-young_la.jpg	a woman is sitting on a brick wall	a woman is sit on a brick wall
00900-3vault1.jpg	a picture of a painting on the wall	a picture of a painting on the wall
05628-virgin_c.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
28703-stilife.jpg	a statue of a bear sitting on top of a table	a statue of a bear sit on top of a table
13526-corner.jpg	a table with a vase of flowers and a glass of wine	a table with a vase of flowers and a glass of wine
06276-venus_en.jpg	a shirtless man sitting next to a shirtless man	a shirtless man sit next to a shirtless man
35707-jewish.jpg	an old church with a tree in the background	an old church with a tree in the background
32795-31doni1.jpg	a woman wearing a hat and holding a hat	a woman wear a hat and holding a hat
03542-01pink.jpg	a woman is standing on a rock in a zoo	a woman is stand on a rock in a zoo
17201-olive03.jpg	a picture of a bed with a green and white design	a picture of a bed with a green and white design
19198-69coyman.jpg	a woman in a dress is standing in the dark	a woman in a dress is stand in the dark
29265-115muril.jpg	a man standing next to a woman on a beach	a man stand next to a woman on a beach
28612-3etreta1.jpg	a large rock with a rock in the background	a large rock with a rock in the background
12195-cro_v_7.jpg	a group of people sitting next to each other	a group of people sit next to each other
30775-7nativi.jpg	a group of people sitting in front of a clock	a group of people sit in front of a clock
16082-joachi6.jpg	a group of people standing in front of a building	a group of people stand in front of a building
41188-zzparabl.jpg	a group of people standing next to each other	a group of people stand next to each other
00778-3predel1.jpg	a group of women standing next to each other	a group of women stand next to each other
35477-15mythol.jpg	a woman is holding a baby and a cat	a woman is hold a baby and a cat
18487-selfport.jpg	a man wearing a jacket and tie sitting down	a man wear a jacket and tie sitting down
36869-charles5.jpg	a man sitting on a chair with a dog	a man sit on a chair with a dog
21622-angerst3.jpg	a group of women standing next to each other	a group of women stand next to each other
44360-hawking1.jpg	a group of people standing around a herd of horses	a group of people stand around a herd of horses
24033-0sposi2.jpg	a large cathedral with a large cathedral in it	a large cathedral with a large cathedral in it
23269-01recan3.jpg	a statue of a man standing next to a statue	a statue of a man stand next to a statue
21964-5stjohn.jpg	a woman in a bikini sitting on a rock	a woman in a bikini sit on a rock
44104-6isabell.jpg	a woman in a red shirt and a black shirt	a woman in a red shirt and a black shirt
16545-altar2.jpg	a group of men standing next to each other	a group of men stand next to each other
00647-caiano0.jpg	a group of people standing in front of a building	a group of people stand in front of a building
24597-st_john1.jpg	a group of people sitting in front of a painting	a group of people sit in front of a painting
13723-ascensio.jpg	there is a statue of a building in front of a building	there is a statue of a building in front of a building
00428-alchitro.jpg	a close up of a person wearing a costume	a close up of a person wear a costume
37576-crucifix.jpg	a statue of a man on a horse	a statue of a man on a horse
10709-mountain.jpg	a large mountain with a mountain in the background	a large mountain with a mountain in the background
28829-iconocla.jpg	a group of people sitting around a building	a group of people sit around a building
32299-2sacram2.jpg	a group of people are sitting on a couch	a group of people are sit on a couch
32751-00creati.jpg	a painting of a person sitting on a painting	a painting of a person sit on a painting
15263-101geric.jpg	a statue of a person on a horse	a statue of a person on a horse
21338-pajou.jpg	an older man and woman sitting next to each other	an older man and woman sit next to each other
20229-flaxman.jpg	a close up of a person with a necklace	a close up of a person with a necklace
13310-13turban.jpg	a person wearing a red hat with a red hat	a person wear a red hat with a red hat
12972-duquesno.jpg	a black and white photo of a man in a dark room	a black and white photo of a man in a dark room
12271-verso15.jpg	a group of people standing next to each other	a group of people stand next to each other
21917-holyfami.jpg	a group of people sitting on a couch	a group of people sit on a couch
23228-humilit1.jpg	a painting of a man on a clock	a painting of a man on a clock
07167-canal208.jpg	an old building with a large building in the background	an old building with a large building in the background
13608-portlady.jpg	a woman in a red dress holding a remote	a woman in a red dress hold a remote
00746-11fieso3.jpg	a statue of a man in a dress and tie	a statue of a man in a dress and tie
39579-12cherry.jpg	a group of people sitting on a couch	a group of people sit on a couch
14014-country.jpg	a couple of animals that are standing in the grass	a couple of animals that are stand in the grass
30424-rocca7.jpg	a group of cows standing next to each other	a group of cows stand next to each other
40006-2mouli02.jpg	a painting of a man standing on top of a wall	a painting of a man stand on top of a wall
18228-0409grec.jpg	a group of people standing in front of a building	a group of people stand in front of a building
41471-monza2.jpg	a painting of a man and a dog in a building	a painting of a man and a dog in a building
32955-09julius.jpg	a man in a santa hat sitting on a bench	a man in a santa hat sit on a bench
06109-fugger_c.jpg	a large cathedral with a large clock in it	a large cathedral with a large clock in it
37313-a_angel.jpg	a painting of a man standing next to a wall	a painting of a man stand next to a wall
19576-christ.jpg	a couple of people standing next to each other	a couple of people stand next to each other
05097-gethsema.jpg	a group of people laying down in a forest	a group of people lay down in a forest
38900-stair4.jpg	a woman in a dress holding a bird	a woman in a dress hold a bird
00245-adoratio.jpg	a man and a baby in a mirror	a man and a baby in a mirror
32940-01loreto.jpg	a woman sitting on a bed with a baby	a woman sit on a bed with a baby
34097-4renoi14.jpg	a woman in a dress standing next to a woman	a woman in a dress stand next to a woman
43670-arrival.jpg	a bunch of boats that are sitting in the water	a bunch of boats that are sit in the water
09020-00flock.jpg	a herd of sheep standing on top of a dirt field	a herd of sheep stand on top of a dirt field
19842-09nolim.jpg	a couple of women standing next to each other	a couple of women stand next to each other
39810-08anselm.jpg	a close up of a person in a dark room	a close up of a person in a dark room
37125-4m_child.jpg	a group of people sitting around a table	a group of people sit around a table
25211-adoratio.jpg	a group of people standing next to each other	a group of people stand next to each other
24165-2rakoczi.jpg	a woman wearing a red shirt and a red tie	a woman wear a red shirt and a red tie
36329-pol_leon.jpg	a group of people standing in a field next to trees	a group of people stand in a field next to trees
12326-zpoly_47.jpg	a large wooden building with a painting on it	a large wooden building with a painting on it
24711-madonna.jpg	a painting of a woman in a black and white dress	a painting of a woman in a black and white dress
18550-snow.jpg	a large stone wall with a stone wall	a large stone wall with a stone wall
44417-view3.jpg	a large body of water next to a river	a large body of water next to a river
31470-virginch.jpg	a group of women sitting on top of a couch	a group of women sit on top of a couch
34307-maruce07.jpg	a large group of people sitting on top of a bed	a large group of people sit on top of a bed
40433-4prede6.jpg	a group of people standing next to each other	a group of people stand next to each other
11532-spierinh.jpg	a close up of a person wearing a baseball uniform	a close up of a person wear a baseball uniform
05797-landscap.jpg	a group of horses standing next to a river	a group of horses stand next to a river
03992-bello3022.jpg	a group of people standing in front of a building	a group of people stand in front of a building
00836-02_lamen.jpg	a group of people sitting in front of a building	a group of people sit in front of a building
36729-atalanta.jpg	a group of people standing in a dirt field	a group of people stand in a dirt field
10396-02justit.jpg	a woman in a dress holding a <unk>	a woman in a dress hold a < unk >
24531-02olona.jpg	a large clock is displayed in a museum	a large clock is displayed in a museum
32143-restherd.jpg	a herd of cattle standing on top of a grass covered field	a herd of cattle stand on top of a grass covered field
42826-02pieta.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
39391-2adorat.jpg	a group of people standing around a statue	a group of people stand around a statue
14579-big_dog.jpg	a couple of people standing next to a cow	a couple of people stand next to a cow
38312-christ.jpg	a group of people sitting around a table	a group of people sit around a table
05085-presring.jpg	a group of people standing in front of a church	a group of people stand in front of a church
03193-virgin_c.jpg	a statue of a man holding a baby	a statue of a man hold a baby
16872-5east.jpg	a statue of a man standing next to a statue	a statue of a man stand next to a statue
13763-david_go.jpg	a woman holding a dog in a bed	a woman hold a dog in a bed
03434-05calvar.jpg	a group of people riding on the back of a horse	a group of people rid on the back of a horse
20418-7drying.jpg	an umbrella that is in the grass	an umbrella that is in the grass
05488-4predell.jpg	a woman in a dress sitting on a ledge	a woman in a dress sit on a ledge
29747-childnur.jpg	a group of people standing in front of a building	a group of people stand in front of a building
22668-5tripty1.jpg	a statue of a man holding a hat	a statue of a man hold a hat
35553-04doria.jpg	a man with a cowboy hat riding a horse	a man with a cowboy hat rid a horse
11983-syrinx.jpg	a woman laying in a chair next to a woman	a woman lay in a chair next to a woman
29341-carrying.jpg	a group of people standing next to a mirror	a group of people stand next to a mirror
14475-406fried.jpg	a tree with trees in the background	a tree with trees in the background
36219-tripticx.jpg	a man in a red shirt reading a book	a man in a red shirt read a book
31917-flowers1.jpg	a vase of flowers sitting on a table	a vase of flowers sit on a table
37494-stil_fru.jpg	a wooden table topped with lots of fruit	a wooden table topped with lots of fruit
30104-miracle.jpg	a group of people that are sitting down	a group of people that are sit down
37098-predell3.jpg	a group of people standing next to each other	a group of people stand next to each other
03328-diptych.jpg	a group of people standing in front of a building	a group of people stand in front of a building
21203-nepomuk.jpg	a man in a suit and tie with a dog	a man in a suit and tie with a dog
23764-calvary.jpg	a group of people standing next to a statue	a group of people stand next to a statue
33940-baptism.jpg	a group of people standing next to each other	a group of people stand next to each other
02739-adoratio.jpg	a room with a clock and a statue	a room with a clock and a statue
40210-blodget.jpg	a man in a white shirt and tie on a stage	a man in a white shirt and tie on a stage
28746-peasant.jpg	a person sitting in a chair holding a vase	a person sit in a chair holding a vase
14517-lallegro.jpg	a group of women in a bathing suit	a group of women in a bathing suit
40443-crucifix.jpg	a statue of a man standing next to a wall	a statue of a man stand next to a wall
36799-carrying.jpg	a man holding a wooden bat in his hands	a man hold a wooden bat in his hands
00404-1view1.jpg	a stone building with a lot of tables	a stone building with a lot of tables
20944-animals.jpg	a window with a lot of birds on it	a window with a lot of birds on it
21295-orchard.jpg	a couple of people that are sitting on a boat	a couple of people that are sit on a boat
32804-35canig1.jpg	a group of people sitting on a couch	a group of people sit on a couch
32099-brazilia.jpg	a group of people standing next to a lush green field	a group of people stand next to a lush green field
22309-01plucki.jpg	a group of people that are sitting down	a group of people that are sit down
05829-2erasmu0.jpg	a group of people standing next to each other	a group of people stand next to each other
19861-2guildf1.jpg	a woman wearing a dress and a tie	a woman wear a dress and a tie
16983-2hague06.jpg	a view of a building with a house in the background	a view of a building with a house in the background
17942-scheveni.jpg	a group of people standing on top of a field	a group of people stand on top of a field
24213-madonna3.jpg	a painting on a wall with a painting on it	a painting on a wall with a painting on it
16030-franc09.jpg	a statue of a man standing next to a statue	a statue of a man stand next to a statue
14451-214fried.jpg	a couple of people standing next to a building	a couple of people stand next to a building
39857-painter.jpg	a statue of a woman in a dress	a statue of a woman in a dress
32782-22grandu.jpg	a young girl holding a baby in her arms	a young girl hold a baby in her arms
38215-skerries.jpg	a picture of a mountain in the distance	a picture of a mountain in the distance
44705-rape_eu.jpg	a group of people riding on the backs of horses	a group of people rid on the backs of horses
39041-2homer4.jpg	a group of people standing next to each other	a group of people stand next to each other
24261-flowers.jpg	a bouquet of flowers in a black vase	a bouquet of flowers in a black vase
26084-24nojov1.jpg	a man in a red shirt standing next to a sheep	a man in a red shirt stand next to a sheep
30684-stillife.jpg	a painting of a painting on a wall	a painting of a painting on a wall
31460-adorati2.jpg	a clock mounted to the side of a wall	a clock mounted to the side of a wall
30962-shulamit.jpg	a picture of a woman in a red dress	a picture of a woman in a red dress
08282-ursula.jpg	a group of people standing next to each other	a group of people stand next to each other
13429-poggio4.jpg	a group of people that are sitting down	a group of people that are sit down
34866-hercules.jpg	a group of young people sitting next to each other	a group of young people sit next to each other
39899-portrai2.jpg	a woman in a yellow dress sitting on a couch	a woman in a yellow dress sit on a couch
03398-orpheus.jpg	a woman standing next to a herd of sheep	a woman stand next to a herd of sheep
43026-s_monica.jpg	a statue of a man standing next to a statue	a statue of a man stand next to a statue
44719-selfport.jpg	a close up of a person wearing a bow tie	a close up of a person wear a bow tie
26071-20noyoun.jpg	a man wearing a hat and a hat	a man wear a hat and a hat
44722-farnese2.jpg	a painting of a group of people in a room	a painting of a group of people in a room
44196-wooded.jpg	a couple of cows standing in a field	a couple of cows stand in a field
39193-outside.jpg	a group of people standing around a building	a group of people stand around a building
30017-italia2.jpg	a couple of women sitting on top of a bed	a couple of women sit on top of a bed
30915-campanin.jpg	a statue of a woman sitting on a statue	a statue of a woman sit on a statue
21649-zenobio2.jpg	a painting of a man and a woman in a picture	a painting of a man and a woman in a picture
38529-diosgyor.jpg	a group of people sitting on top of a sandy beach	a group of people sit on top of a sandy beach
34828-fruit.jpg	a bunch of fruits and vegetables on a table	a bunch of fruits and vegetables on a table
20475-sacrific.jpg	a couple of people standing next to each other	a couple of people stand next to each other
20943-africa.jpg	a room with a painting on the wall	a room with a painting on the wall
11255-102delac.jpg	a woman in a dress is standing in the rain	a woman in a dress is stand in the rain
08490-05early.jpg	a man standing next to a statue of a man	a man stand next to a statue of a man
02778-floshell.jpg	a pile of flowers sitting on top of a table	a pile of flowers sit on top of a table
12501-13sebast.jpg	a woman is wearing a red shirt and a tie	a woman is wear a red shirt and a tie
20867-stil_lif.jpg	a vase and a vase on a table	a vase and a vase on a table
39189-boorseat.jpg	a group of people sitting around a wooden structure	a group of people sit around a wooden structure
03025-12pyramu.jpg	a woman standing next to a man in a dress	a woman stand next to a man in a dress
10678-nativity.jpg	a painting of a person holding a man	a painting of a person hold a man
10514-m_taper.jpg	a statue of a woman sitting next to a statue	a statue of a woman sit next to a statue
35003-08spanis.jpg	a painting of a woman in a dress	a painting of a woman in a dress
38574-kitch_sc.jpg	a group of people standing around a table with a dog	a group of people stand around a table with a dog
07927-thorns.jpg	a man in a black shirt and a woman	a man in a black shirt and a woman
37574-amboise.jpg	a woman wearing a hat and holding an umbrella	a woman wear a hat and holding an umbrella
29920-p_cottag.jpg	a group of people sitting around a table in a room	a group of people sit around a table in a room
20676-paying.jpg	a group of people standing around a building	a group of people stand around a building
42262-0506vela.jpg	there is a woman that is sitting on a horse	there is a woman that is sit on a horse
18703-3caesar.jpg	a large white building with a vase on it	a large white building with a vase on it
43585-5woman.jpg	a woman in a dress sitting on a couch	a woman in a dress sit on a couch
21569-juno_jup.jpg	a group of people that are on some animals	a group of people that are on some animals
15198-susanna.jpg	a man laying on the ground next to a man	a man lay on the ground next to a man
32350-18ignazi.jpg	a large group of people in a room	a large group of people in a room
07800-07holyc.jpg	a group of people sitting around a stone wall	a group of people sit around a stone wall
26359-woman_ma.jpg	a couple of people with a pair of scissors	a couple of people with a pair of scissors
23305-11virgin.jpg	a group of people sitting on a bench	a group of people sit on a bench
40934-06deathv.jpg	a statue of a man sitting on top of a statue	a statue of a man sit on top of a statue
38216-ladyhack.jpg	a woman running with a horse in a field	a woman run with a horse in a field
00784-cortona1.jpg	a group of people standing in front of a building	a group of people stand in front of a building
42114-01arezz4.jpg	a group of people sitting on a wall	a group of people sit on a wall
36140-laternam.jpg	a group of people standing next to each other	a group of people stand next to each other
00622-10tolent.jpg	a statue of a man on a horse	a statue of a man on a horse
22588-5madch.jpg	a couple of people that are sitting on a table	a couple of people that are sit on a table
18726-guard106.jpg	a group of boats floating in a body of water	a group of boats float in a body of water
37744-flowers1.jpg	a painting of a bouquet of flowers on a table	a painting of a bouquet of flowers on a table
24333-portrait.jpg	a woman sitting on a bench next to a woman	a woman sit on a bench next to a woman
39268-5moses.jpg	a group of people standing next to each other	a group of people stand next to each other
31895-coronat1.jpg	an old building with a clock on it	an old building with a clock on it
33448-12oldtes.jpg	a group of people riding on the back of an elephant	a group of people rid on the back of an elephant
29158-stormysea.jpg	a plane that is sitting in the water	a plane that is sit in the water
18039-51angel.jpg	a group of women standing next to each other	a group of women stand next to each other
28614-3etreta3.jpg	a large rock with a large rock in the background	a large rock with a large rock in the background
35376-12religi.jpg	a group of people standing in front of a mirror	a group of people stand in front of a mirror
13994-gonzale.jpg	a close up of a person holding a paper	a close up of a person hold a paper
17295-selfpo22.jpg	a close up of a brown bear on a dark surface	a close up of a brown bear on a dark surface
38760-ascensio.jpg	a group of people standing in front of a painting	a group of people stand in front of a painting
20192-nieuwe4.jpg	a tall building with statues on it	a tall building with statues on it
44646-ziem6.jpg	a large building with people standing in front of it	a large building with people stand in front of it
32123-vanity.jpg	a woman sitting on the floor next to a pile of luggage	a woman sit on the floor next to a pile of luggage
30358-polypti2.jpg	a statue of a man standing next to a wall	a statue of a man stand next to a wall
29879-haymarke.jpg	a group of people standing next to a group of horses	a group of people stand next to a group of horses
23218-1lion0.jpg	a large group of people standing next to each other	a large group of people stand next to each other
41874-amalfi.jpg	a group of people walking on a beach	a group of people walk on a beach
24282-scenes3.jpg	a painting of a woman and a horse	a painting of a woman and a horse
42466-flower5.jpg	a vase with flowers and flowers in it	a vase with flowers and flowers in it
29762-humility.jpg	a painting of a person sitting on a wall	a painting of a person sit on a wall
21243-nicholas.jpg	a close up of a person wearing a mask	a close up of a person wear a mask
43440-manofwar.jpg	a black and white photo of a boat in the water	a black and white photo of a boat in the water
26282-16menzel.jpg	a painting of a person on a skateboard	a painting of a person on a skateboard
22347-bueno.jpg	an old photo of a man wearing a leather jacket	an old photo of a man wear a leather jacket
36374-60thomas.jpg	a person sitting in front of a building	a person sit in front of a building
16951-3portina.jpg	a painting with a picture on it	a painting with a picture on it
20035-port_boy.jpg	a man in a suit and tie sitting on a couch	a man in a suit and tie sit on a couch
12016-sebastia.jpg	a statue of a man standing next to a man	a statue of a man stand next to a man
39149-13zianig.jpg	a couple of people standing next to a dog	a couple of people stand next to a dog
10095-23altar.jpg	a statue of a man dressed in a costume	a statue of a man dressed in a costume
24931-virgin.jpg	a man standing next to a woman in a costume	a man stand next to a woman in a costume
07077-grimaldi.jpg	a group of people standing in front of a building	a group of people stand in front of a building
10397-03adamev.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
24466-pisa_pr3.jpg	a group of people sitting on top of an elephant	a group of people sit on top of an elephant
34723-port_tie.jpg	a close up of a person with a beard	a close up of a person with a beard
20789-lazarus1.jpg	a woman standing next to a man in a costume	a woman stand next to a man in a costume
10059-interior.jpg	a black and white photo of a man wearing a hat	a black and white photo of a man wear a hat
14951-4arles05.jpg	a statue of a woman sitting next to a teddy bear	a statue of a woman sit next to a teddy bear
20063-04solonc.jpg	a group of people sitting on a bench	a group of people sit on a bench
19979-5brando1.jpg	a young boy wearing a hat and a hat	a young boy wear a hat and a hat
29511-venice2.jpg	a large body of water next to a river	a large body of water next to a river
30360-polypti4.jpg	a painting of a woman in a dress	a painting of a woman in a dress
00409-2christ1.jpg	a large building with statues and statues on it	a large building with statues and statues on it
21449-swing.jpg	a couple of people standing next to a tree	a couple of people stand next to a tree
14323-01view.jpg	a building with a painting on the side of it	a building with a painting on the side of it
31287-europa.jpg	a group of people sitting on top of a beach	a group of people sit on top of a beach
19340-gardens.jpg	a bunch of flowers that are in a field	a bunch of flowers that are in a field
26627-00_3pr1.jpg	a couple of women sitting on top of a wall	a couple of women sit on top of a wall
32347-15ignazi.jpg	a group of people sitting on top of a building	a group of people sit on top of a building
28791-eccehomo.jpg	a group of people standing in front of a building	a group of people stand in front of a building
22157-cradle.jpg	an old woman is sitting on a couch	an old woman is sit on a couch
08519-2nudes6.jpg	a painting of a man and a dog on a wall	a painting of a man and a dog on a wall
29694-social.jpg	a woman laying on the ground with a stuffed animal	a woman lay on the ground with a stuffed animal
19764-wooded.jpg	a group of people on a dirt road with horses	a group of people on a dirt road with horses
18323-1211grec.jpg	a large statue of a man and a cow	a large statue of a man and a cow
19438-glass_oy.jpg	a close up of a bowl of food on a table	a close up of a bowl of food on a table
08467-flight3.jpg	a group of people sitting on top of a rock	a group of people sit on top of a rock
33235-cardoon.jpg	a vase filled with flowers on top of a table	a vase filled with flowers on top of a table
36005-orator02.jpg	a wall with a painting on the wall	a wall with a painting on the wall
16658-st_clare.jpg	a close up of a person on a beach	a close up of a person on a beach
28683-7liliy05.jpg	a picture of a field with yellow flowers	a picture of a field with yellow flowers
22591-5madchi1.jpg	a statue of a woman standing next to a statue	a statue of a woman stand next to a statue
35871-coastal.jpg	a large body of water with a mountain in the background	a large body of water with a mountain in the background
08579-3victor5.jpg	a large body of water with a dog in it	a large body of water with a dog in it
18632-3view2r.jpg	a painting of a man sitting on top of a painting	a painting of a man sit on top of a painting
21813-trompe2.jpg	a bunch of <unk> hanging on a wall	a bunch of < unk > hang on a wall
20456-couple.jpg	a couple of people standing next to each other	a couple of people stand next to each other
30108-venus_cu.jpg	a group of people that are sitting on a couch	a group of people that are sit on a couch
10688-triptych.jpg	a large wooden clock with a painting on it	a large wooden clock with a painting on it
